id;dealer id;OEM;Dealer π (RO);ESN;Mileage;m type;application;"Model
/Series ESN";Date of failure;Claim date received (first time);First question date ;—laim submission/denial  date;Credit statement date ;Claim Amount;Approove;author;adviser;NARRATIVE;HISTORY;STATUS
3245;3;rsm ;158535;78551739;7578;0;0;L8.9;2020-05-25;2020-10-12;;2020-11-18;;8752.5;8779.5;22;5;;;2
3246;3;rsm ;158539;78556601;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-11-18;2020-11-19;;2622.3;2622.3;22;5;;;2
3247;3;rsm ;158540;78559967;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;3378.2;3378.2;22;5;;;2
3248;3;rsm ;158541;78559969;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;3071.5;3119.5;22;5;;;2
3249;3;rsm ;158542;78559981;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;8232.7;8183.7;22;5;;;2
3250;3;rsm ;158544;78559936;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;6207.6;6127.6;22;5;;;2
3251;3;rsm ;158545;78559964;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;7812.7;7798.7;22;5;;;2
3252;3;rsm ;158546;78560097;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;669.5;751.5;22;5;;;2
3253;3;rsm ;158547;78562215;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;6376.4;6366.4;22;5;;;2
3254;3;rsm ;158548;78557299;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;7939.7;7939.7;22;5;;;2
3255;3;rsm ;158549;78559938;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;4884.5;4948.5;22;5;;;2
3256;3;rsm ;158550;78559949;7578;0;0;L8.9;2020-06-10;2020-10-12;2020-10-30;2020-11-13;;9566.4;9629.4;22;5;;;2
3257;3;rsm ;158575;78528621;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3082.4;3089.4;22;5;;;3
3258;3;rsm ;158576;78528579;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7122.4;7122.4;22;5;;;3
3259;3;rsm ;158577;78528506;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3702.1;3679.1;22;5;;;3
3260;3;rsm ;158579;78529199;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8149.3;8121.3;22;5;;;3
3261;3;rsm ;158580;78528511;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8070.6;8090.6;22;5;;;3
3262;3;rsm ;158582;78529160;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7786.3;7839.3;22;5;;;3
3263;3;rsm ;158583;78528633;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7806.5;7801.5;22;5;;;3
3264;3;rsm ;158584;78528517;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;1423.4;1502.4;22;5;;;3
3265;3;rsm ;158586;78529155;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5264.6;5264.6;22;5;;;3
3266;3;rsm ;158587;78528502;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4422.6;4474.6;22;5;;;3
3267;3;rsm ;158596;78532891;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2478.7;2391.7;22;5;;;3
3268;3;rsm ;158597;78532933;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7623.9;7524.9;22;5;;;3
3269;3;rsm ;158646;78539007;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;145.8;234.8;22;5;;;3
3270;3;rsm ;158648;78532875;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;839.9;914.9;22;5;;;3
3271;3;rsm ;158662;78532989;7578;0;0;L8.9;2020-05-25;2020-10-12;;2020-11-02;2020-11-03;4296.8;4263.8;22;5;;;3
3272;3;rsm ;158663;78532979;7578;0;0;L8.9;2020-06-01;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6189.4;6189.4;22;5;;;3
3273;3;rsm ;158664;78532970;7578;0;0;L8.9;2020-06-01;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4697.7;4697.7;22;5;;;3
3274;3;rsm ;158684;86054436;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2005.6;2033.6;22;5;;;3
3275;3;rsm ;158686;86054439;7578;0;0;L8.9;2020-06-02;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2041.8;2100.8;22;5;;;3
3276;3;rsm ;158706;78539182;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2852.1;2826.1;22;5;;;3
3277;3;rsm ;158712;78538930;7578;0;0;L8.9;2020-06-09;2020-10-12;;2020-11-02;2020-11-03;460.8;516.8;22;5;;;3
3278;3;rsm ;158722;78538924;7578;0;0;L8.9;2020-06-08;2020-10-12;;2020-11-02;2020-11-03;3925.1;3925.1;22;5;;;3
3279;3;rsm ;158723;78543193;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-10-30;2020-11-13;2020-11-20;7632.3;7617.3;22;5;;;3
3280;3;rsm ;158748;78542284;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-11-02;2020-11-19;2020-11-20;2014.8;2014.8;22;5;;;3
3281;3;rsm ;158749;78542170;7578;0;0;L8.9;2020-06-08;2020-10-12;2020-11-02;2020-11-19;2020-11-20;8565.4;8490.4;22;5;;;3
3282;3;rsm ;158760;78545561;7578;0;0;L8.9;2020-06-04;2020-10-12;2020-11-02;2020-11-19;2020-11-20;7827.8;7806.8;22;5;;;3
3283;3;rsm ;158761;78549495;7578;0;0;L8.9;2020-05-26;2020-10-12;2020-11-02;2020-11-09;2020-11-10;427.8;427.8;22;5;;;3
3284;3;rsm ;158762;78549525;7578;0;0;L8.9;2020-05-26;2020-10-12;2020-11-02;2020-11-09;2020-11-10;1087.6;1141.6;22;5;;;3
3285;3;rsm ;158774;78548815;7578;0;0;L8.9;2020-05-26;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8805.2;8794.2;22;5;;;3
3286;3;rsm ;158780;78526436;7578;0;0;L8.9;2020-05-19;2020-10-12;2020-10-30;2020-11-13;;3764.1;3847.1;22;5;;;2
3287;3;rsm ;159228;78548157;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6415.7;6482.7;22;5;;;3
3288;3;rsm ;159229;78549538;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8613.4;8652.4;22;5;;;3
3289;3;rsm ;159264;78550647;7578;0;0;L8.9;2020-05-29;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4366.9;4305.9;22;5;;;3
3290;3;rsm ;159265;78551331;7578;0;0;L8.9;2020-05-29;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5855.6;5774.6;22;5;;;3
3291;3;rsm ;159273;78546186;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7608.4;7614.4;22;5;;;3
3292;3;rsm ;159274;78546183;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5256.3;5195.3;22;5;;;3
3293;3;rsm ;159275;78546383;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4723.4;4643.4;22;5;;;3
3294;3;rsm ;159276;78546325;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8034.1;8034.1;22;5;;;3
3295;3;rsm ;159277;78546738;7578;0;0;L8.9;2020-05-29;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7818.9;7818.9;22;5;;;3
3296;3;rsm ;159317;78546397;7578;0;0;L8.9;2020-06-02;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7589.2;7519.2;22;5;;;3
3297;3;rsm ;159332;78543053;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3906.6;4000.6;22;5;;;3
3298;3;rsm ;160937;78565406;7578;0;0;L8.9;2020-05-19;2020-10-12;2020-11-02;2020-11-09;2020-11-10;2689.5;2689.5;22;5;;;3
3299;3;rsm ;161443;78541500;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6661.5;6581.5;22;5;;;3
3300;3;rsm ;161468;78539120;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7925.2;7993.2;22;5;;;3
3301;3;rsm ;161469;78542380;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2181.6;2090.6;22;5;;;3
3302;3;rsm ;161470;78541812;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;9907.9;9907.9;22;5;;;3
3303;3;rsm ;161471;78539722;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3812.1;3780.1;22;5;;;3
3304;3;rsm ;161581;78541495;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7459.4;7361.4;22;5;;;3
3305;3;rsm ;161582;78541854;7578;0;0;L8.9;2020-06-05;2020-10-12;2020-10-30;2020-11-13;2020-11-14;9897.3;9897.3;22;5;;;3
3306;3;rsm ;161585;78539111;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8499.8;8499.8;22;5;;;3
3307;3;rsm ;161587;78548342;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5282.9;5282.9;22;5;;;3
3308;3;rsm ;161588;78547619;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;1749.8;1749.8;22;5;;;3
3309;3;rsm ;161589;78547599;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6367.3;6277.3;22;5;;;3
3310;3;rsm ;161590;78548344;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6079.2;6079.2;22;5;;;3
3311;3;rsm ;161591;78548635;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4037.6;4037.6;22;5;;;3
3312;3;rsm ;161592;78546175;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6074;6074;22;5;;;3
3313;3;rsm ;161593;78546727;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7075.8;7075.8;22;5;;;3
3314;3;rsm ;161594;78546389;7578;0;0;L8.9;2020-06-16;2020-10-12;2020-10-30;2020-11-13;2020-11-14;489.6;489.6;22;5;;;3
3315;3;rsm ;161595;78548591;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2797.1;2762.1;22;5;;;3
3316;3;rsm ;161596;78546668;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5981.9;5944.9;22;5;;;3
3317;3;rsm ;161597;78546667;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8637.4;8612.4;22;5;;;3
3318;3;rsm ;161598;78546180;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6220.8;6220.8;22;5;;;3
3319;3;rsm ;161599;78548594;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2916.8;2831.8;22;5;;;3
3320;3;rsm ;161600;78548633;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4131.5;4131.5;22;5;;;3
3321;3;rsm ;161601;78548638;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8158.8;8213.8;22;5;;;3
3322;3;rsm ;161602;78546309;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;7443.1;7443.1;22;5;;;3
3323;3;rsm ;161603;78548002;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;9559;9488;22;5;;;3
3324;3;rsm ;161604;78547609;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3227.7;3287.7;22;5;;;3
3325;3;rsm ;161618;78548579;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;250.7;250.7;22;5;;;3
3326;3;rsm ;161619;78547600;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-09;2020-11-10;4921.4;4911.4;22;5;;;3
3327;3;rsm ;161620;78547637;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2838.7;2850.7;22;5;;;3
3328;3;rsm ;161621;78548597;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;9870.9;9808.9;22;5;;;3
3329;3;rsm ;161622;78548153;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3404.1;3411.1;22;5;;;3
3330;3;rsm ;161623;78547639;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-09;2020-11-10;1843.5;1843.5;22;5;;;3
3331;3;rsm ;161624;78546684;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5892.2;5957.2;22;5;;;3
3332;3;rsm ;161625;78547636;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;2373.8;2373.8;22;5;;;3
3333;3;rsm ;161626;78547634;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;3611.4;3611.4;22;5;;;3
3334;3;rsm ;161627;78546686;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;4259.5;4340.5;22;5;;;3
3335;3;rsm ;161628;78549424;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;5832.6;5832.6;22;5;;;3
3336;3;rsm ;161629;78546329;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;6068.1;6029.1;22;5;;;3
3337;3;rsm ;161630;78546726;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;8097.6;8097.6;22;5;;;3
3338;3;rsm ;161631;78547648;7578;0;0;L8.9;2020-06-09;2020-10-12;2020-10-30;2020-11-13;2020-11-14;795;845;22;5;;;3
3339;3;rsm ;155844;86073056;7578;0;0;L8.9;2020-05-30;2020-10-12;;2020-10-21;2020-10-22;3803.6;3841.6;22;5;;;3
3340;3;rsm ;155847;86072232;7578;0;0;L8.9;2020-05-25;2020-10-12;;2020-10-21;2020-10-22;8400.4;8400.4;22;5;;;3
3341;3;rsm ;155848;86072236;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-21;2020-10-22;9302.2;9245.2;22;5;;;3
3342;3;rsm ;155849;86072234;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-21;2020-10-22;808.4;756.4;22;5;;;3
3343;3;rsm ;155851;86072925;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-21;2020-10-22;9338.4;9290.4;22;5;;;3
3344;3;rsm ;155856;86072226;7578;0;0;L8.9;2020-05-29;2020-10-12;;2020-10-21;2020-10-22;2223.1;2277.1;22;5;;;3
3345;3;rsm ;155857;86071674;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-21;2020-10-22;3459.7;3485.7;22;5;;;3
3346;3;rsm ;155864;86072202;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-21;2020-10-22;490.3;490.3;22;5;;;3
3347;3;rsm ;155880;86072047;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-21;2020-10-22;5369.1;5369.1;22;5;;;3
3348;3;rsm ;155884;86072191;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-21;2020-10-22;9684.8;9630.8;22;5;;;3
3349;3;rsm ;155913;86071671;7578;0;0;L8.9;2020-06-01;2020-10-12;;2020-10-21;2020-10-22;7749.1;7777.1;22;5;;;3
3350;3;rsm ;155923;86071277;7578;0;0;L8.9;2020-05-20;2020-10-12;;2020-10-21;2020-10-22;5356.4;5382.4;22;5;;;3
3351;3;rsm ;155934;86071041;7578;0;0;L8.9;2020-05-29;2020-10-12;;2020-10-21;2020-10-22;6002.4;5955.4;22;5;;;3
3352;3;rsm ;155935;86071038;7578;0;0;L8.9;2020-05-29;2020-10-12;;2020-10-21;2020-10-22;9153;9069;22;5;;;3
3353;3;rsm ;155946;86071028;7578;0;0;L8.9;2020-06-01;2020-10-12;;2020-10-21;2020-10-22;1690.9;1628.9;22;5;;;3
3354;3;rsm ;155957;86070701;7578;0;0;L8.9;2020-06-08;2020-10-12;;2020-10-22;2020-10-23;3693.9;3693.9;22;5;;;3
3355;3;rsm ;155960;86070706;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-22;2020-10-23;6160;6160;22;5;;;3
3356;3;rsm ;155963;86071037;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-22;2020-10-23;6062;6062;22;5;;;3
3357;3;rsm ;155965;86070698;7578;0;0;L8.9;2020-06-10;2020-10-12;;2020-10-22;2020-10-23;2741.7;2741.7;22;5;;;3
3358;3;rsm ;155966;86071024;7578;0;0;L8.9;2020-06-06;2020-10-12;;2020-10-22;2020-10-23;4831.8;4831.8;22;5;;;3
3359;3;rsm ;155967;86070705;7578;0;0;L8.9;2020-06-06;2020-10-12;;2020-10-22;2020-10-23;3263;3271;22;5;;;3
3360;3;rsm ;155968;86070716;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-22;2020-10-23;9045.9;9074.9;22;5;;;3
3361;3;rsm ;155969;86070713;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-22;2020-10-23;5716.3;5787.3;22;5;;;3
3362;3;rsm ;155970;86070714;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-22;2020-10-23;4423.2;4464.2;22;5;;;3
3363;3;rsm ;155976;86070078;7578;0;0;L8.9;2020-05-27;2020-10-12;;2020-10-22;2020-10-23;5337.1;5318.1;22;5;;;3
3364;3;rsm ;156026;86064487;7578;0;0;L8.9;2020-06-06;2020-10-12;;2020-10-22;2020-10-23;2607.7;2516.7;22;5;;;3
3365;3;rsm ;156055;86063747;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-22;2020-10-23;5612.7;5512.7;22;5;;;3
3366;3;rsm ;156075;86064527;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-22;2020-10-23;2868.6;2839.6;22;5;;;3
3367;3;rsm ;156341;86064494;7578;0;0;L8.9;2020-06-08;2020-10-12;;2020-10-22;2020-10-23;4465.2;4474.2;22;5;;;3
3368;3;rsm ;156343;86063041;7578;0;0;L8.9;2020-06-02;2020-10-12;;2020-10-22;2020-10-23;7417.9;7417.9;22;5;;;3
3369;3;rsm ;156346;86063126;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-22;2020-10-23;7147.6;7147.6;22;5;;;3
3370;3;rsm ;156348;86062724;7578;0;0;L8.9;2020-06-09;2020-10-12;;2020-10-22;2020-10-23;8510.5;8506.5;22;5;;;3
3371;3;rsm ;156352;86062990;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-22;2020-10-23;3009.4;2969.4;22;5;;;3
3372;3;rsm ;156359;86062975;7578;0;0;L8.9;2020-06-08;2020-10-12;;2020-10-22;2020-10-23;3482.2;3482.2;22;5;;;3
3373;3;rsm ;156360;86063107;7578;0;0;L8.9;2020-05-15;2020-10-12;;2020-10-22;2020-10-23;3233.3;3150.3;22;5;;;3
3374;3;rsm ;156385;86063068;7578;0;0;L8.9;2020-05-17;2020-10-12;;2020-10-22;2020-10-23;9448.9;9524.9;22;5;;;3
3375;3;rsm ;156386;86063053;7578;0;0;L8.9;2020-05-17;2020-10-12;;2020-10-22;2020-10-23;6021.2;6060.2;22;5;;;3
3376;3;rsm ;156389;86063373;7578;0;0;L8.9;2020-06-02;2020-10-12;;2020-10-22;2020-10-23;1342.3;1358.3;22;5;;;3
3377;3;rsm ;156395;86063117;7578;0;0;L8.9;2020-06-08;2020-10-12;;2020-10-22;2020-10-23;7745.9;7823.9;22;5;;;3
3378;3;rsm ;156417;86063380;7578;0;0;L8.9;2020-05-27;2020-10-12;;2020-10-22;2020-10-23;2063;2146;22;5;;;3
3379;3;rsm ;156436;86063122;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-22;2020-10-23;1357.2;1313.2;22;5;;;3
3380;3;rsm ;156442;86063055;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-22;2020-10-23;6432.7;6432.7;22;5;;;3
3381;3;rsm ;156443;86063078;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-22;2020-10-23;7669;7669;22;5;;;3
3382;3;rsm ;156444;86063079;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-27;2020-10-28;9373.2;9412.2;22;5;;;3
3383;3;rsm ;156445;86063074;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-27;2020-10-28;3033.2;3012.2;22;5;;;3
3384;3;rsm ;156460;86063103;7578;0;0;L8.9;2020-06-04;2020-10-12;;2020-10-27;2020-10-28;2672.7;2622.7;22;5;;;3
3385;3;rsm ;156461;86063086;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-27;2020-10-28;8024;8024;22;5;;;3
3386;3;rsm ;156462;86063391;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-27;2020-10-28;938.5;938.5;22;5;;;3
3387;3;rsm ;156464;86063386;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-27;2020-10-28;6897.4;6969.4;22;5;;;3
3388;3;rsm ;156467;86063389;7578;0;0;L8.9;2020-05-09;2020-10-12;;2020-10-27;2020-10-28;2222.1;2268.1;22;5;;;3
3389;3;rsm ;156480;86063105;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-27;2020-10-28;8684.4;8684.4;22;5;;;3
3390;3;rsm ;156481;86062914;7578;0;0;L8.9;2020-06-02;2020-10-12;;2020-10-27;2020-10-28;1533.4;1533.4;22;5;;;3
3391;3;rsm ;156482;86062968;7578;0;0;L8.9;2020-06-02;2020-10-12;;2020-10-27;2020-10-28;2686.6;2715.6;22;5;;;3
3392;3;rsm ;156513;86063376;7578;0;0;L8.9;2020-06-05;2020-10-12;;2020-10-27;2020-10-28;2345.5;2275.5;22;5;;;3
3393;3;rsm ;156529;86063102;7578;0;0;L8.9;2020-05-05;2020-10-12;;2020-10-27;2020-10-28;7366.9;7366.9;22;5;;;3
3394;3;rsm ;156530;86063369;7578;0;0;L8.9;2020-05-11;2020-10-12;;2020-10-27;2020-10-28;4297.1;4254.1;22;5;;;3
3395;3;rsm ;156531;86063089;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;9719.3;9728.3;22;5;;;3
3396;3;rsm ;156532;86063094;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;2627.3;2627.3;22;5;;;3
3397;3;rsm ;156533;86063084;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;4612.1;4671.1;22;5;;;3
3398;3;rsm ;156534;86063113;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;3412.5;3372.5;22;5;;;3
3399;3;rsm ;156535;86063109;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;5387.4;5412.4;22;5;;;3
3400;3;rsm ;156536;86063085;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;4659.9;4659.9;22;5;;;3
3401;3;rsm ;156537;86063095;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;2968.4;2968.4;22;5;;;3
3402;3;rsm ;156538;86063754;7578;0;0;L8.9;2020-05-10;2020-10-12;;2020-10-27;2020-10-28;2870;2870;22;5;;;3
3403;3;rsm ;156545;86063371;7578;0;0;L8.9;2020-06-06;2020-10-12;2020-10-27;2020-10-30;2020-10-31;197.4;232.4;22;5;;;3
3404;3;rsm ;156577;86063789;7578;0;0;L8.9;2020-06-04;2020-10-12;2020-10-27;2020-10-30;2020-10-31;3801.7;3738.7;22;5;;;3
3405;3;rsm ;156619;78524666;7578;0;0;L8.9;2020-05-08;2020-10-12;;2020-10-27;2020-10-28;7794.1;7794.1;22;5;;;3
3406;3;rsm ;156620;78525440;7578;0;0;L8.9;2020-05-14;2020-10-12;;2020-10-27;2020-10-28;7652.3;7652.3;22;5;;;3
3407;3;rsm ;156625;86061935;7578;0;0;L8.9;2020-06-01;2020-10-12;;2020-10-27;2020-10-28;1743.8;1728.8;22;5;;;3
3408;3;rsm ;156626;86061932;7578;0;0;L8.9;2020-06-03;2020-10-12;;2020-10-27;2020-10-28;5679.5;5679.5;22;5;;;3
3409;3;rsm ;156628;86061934;7578;0;0;L8.9;2020-04-24;2020-10-12;;2020-10-27;2020-10-28;910.4;910.4;22;5;;;3
3410;3;rsm ;156639;78527025;7578;0;0;L8.9;2020-05-13;2020-10-12;;2020-10-27;2020-10-28;536.9;536.9;22;5;;;3
3411;3;rsm ;156641;78527034;7578;0;0;L8.9;2020-05-29;2020-10-12;;2020-10-27;2020-10-28;8690.1;8690.1;22;5;;;3
3412;3;rsm ;156682;78539407;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;7015.2;7100.2;22;5;;;3
3413;3;rsm ;156683;78522735;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;5585.5;5585.5;22;5;;;3
3414;3;rsm ;156684;78522725;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;8152.4;8063.4;22;5;;;3
3415;3;rsm ;156685;78524676;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;4087.4;4064.4;22;5;;;3
3416;3;rsm ;156686;78524685;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;1629.7;1600.7;22;5;;;3
3417;3;rsm ;156687;78522734;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;8924.9;8970.9;22;5;;;3
3418;3;rsm ;156688;78524678;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;9207.4;9221.4;22;5;;;3
3419;3;rsm ;156689;78525435;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;2612.4;2684.4;22;5;;;3
3420;3;rsm ;156690;78525428;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;5009.1;5081.1;22;5;;;3
3421;3;rsm ;156691;78524663;7578;0;0;L8.9;2020-04-13;2020-10-12;;2020-10-27;2020-10-28;309.3;309.3;22;5;;;3
